1,0.933509793,0.8684311,0.956824482,0.950554231,0.870719164,0.885546393,0.884469001
0.924278579,1,0.858399844,0.943197795,0.938303734,0.860854336,0.873915373,0.87305412
0.808966373,0.811677061,1,0.893483999,0.889973559,0.997623403,0.989777429,0.991925467
0.933571619,0.929505288,0.916563272,1,0.964779327,0.91826698,0.92892111,0.928671025
0.926446335,0.923425657,0.910765118,0.963928844,1,0.912740653,0.922884571,0.922621472
0.811367932,0.813888816,0.997593305,0.895068623,0.891858735,1,0.989931754,0.99221069
0.816849109,0.807546875,0.989999196,0.911626548,0.907646092,0.990145734,1,0.989763737
0.814893429,0.805703013,0.992098153,0.910762792,0.906819477,0.992372851,0.989695076,1
1,0.931955019,0.867513726,0.955460905,0.949153645,0.869778717,0.88456917,0.883488595
0.921629601,1,0.855754892,0.940476141,0.935756711,0.858274029,0.870964035,0.870272492
0.808589777,0.811345159,1,0.893174243,0.889652064,0.9974763,0.989609961,0.991760563
0.932805059,0.928766636,0.917307562,1,0.964404063,0.918982902,0.929566475,0.929318671
0.923509165,0.919333471,0.909741959,0.961078213,1,0.912003157,0.920966973,0.921255957
0.81128697,0.813810687,0.997462386,0.894963634,0.89175588,1,0.989806511,0.99208523
0.816506466,0.807205439,0.989491789,0.91122324,0.907240513,0.98963741,1,0.98926204
0.814571782,0.805382682,0.991633448,0.910384385,0.906440397,0.991904979,0.989244002,1
1,0.929806885,0.864513962,0.952535698,0.946099212,0.866672637,0.881775939,0.880529008
0.919091534,1,0.851559391,0.937565861,0.932500646,0.853984764,0.867296277,0.866368973
0.807879373,0.810659787,1,0.89249295,0.889018198,0.99725554,0.98934997,0.991501152
0.932074114,0.927981979,0.91466876,1,0.963043012,0.916351996,0.926950944,0.926682443
0.923194875,0.91912232,0.907265219,0.959917178,1,0.909563275,0.918561596,0.918835241
0.810571504,0.813129411,0.997517795,0.894378768,0.891179805,1,0.989786584,0.992062811
0.815878461,0.806568907,0.988396699,0.910460632,0.906453459,0.988536544,1,0.988201714
0.814083557,0.804875108,0.990803082,0.909778515,0.905831721,0.991084367,0.988420966,1
1,0.931018394,0.867020678,0.954219588,0.94790139,0.869250349,0.88432918,0.883124243
0.920573397,1,0.856262875,0.93981527,0.935136485,0.858813226,0.871502937,0.870835218
0.807914706,0.810687118,1,0.892567815,0.889061038,0.997287388,0.989362051,0.991523801
0.931727356,0.927611056,0.915944134,1,0.963206513,0.917627699,0.928223728,0.927980815
0.923943728,0.919685734,0.909985862,0.96152873,1,0.912247433,0.921288533,0.921556463
0.810973246,0.813519428,0.99744252,0.894721168,0.891500061,1,0.989762511,0.992035373
0.815774114,0.806512267,0.988676125,0.910384264,0.906424524,0.98883146,1,0.988427489
0.813704022,0.804580157,0.990912083,0.909444816,0.905623183,0.991252193,0.988365268,1
1,0.932549058,0.868508169,0.956109193,0.949849328,0.87078604,0.885564638,0.884490142
0.925020423,1,0.859558676,0.94416023,0.939168731,0.861995847,0.875204772,0.874322947
0.808822621,0.811553453,1,0.893321869,0.889830063,0.997575619,0.98972032,0.991867925
0.933153326,0.929143461,0.918271131,1,0.964891655,0.919943992,0.930472867,0.930238362
0.92633467,0.923434091,0.912327408,0.964193364,1,0.91426813,0.924428265,0.924141393
0.811457256,0.813966805,0.997497093,0.895115222,0.891897762,1,0.98985594,0.99213327
0.816398763,0.807094495,0.989451592,0.911133373,0.907142411,0.989595533,1,0.989204045
0.81447301,0.805289589,0.991566444,0.910278682,0.906342142,0.991846486,0.98915506,1
